canton,2012_1,2012_2,2012_3,2012_4,2012_5,2012_6,2012_7,2012_8,2012_9,2012_10,2012_11,2012_12,2012_13,2012_14,2012_15,2012_16,2012_17,2012_18,2012_19,2012_20,2012_21,2012_22,2012_23,2012_24,2012_25,2012_26,2012_27,2012_28,2012_29,2012_30,2012_31,2012_32,2012_33,2012_34,2012_35,2012_36,2012_37,2012_38,2012_39,2012_40,2012_41,2012_42,2012_43,2012_44,2012_45,2012_46,2012_47,2012_48,2012_49,2012_50,2012_51,2012_52,2013_1,2013_2,2013_3,2013_4,2013_5,2013_6,2013_7,2013_8,2013_9,2013_10,2013_11,2013_12,2013_13,2013_14,2013_15,2013_16,2013_17,2013_18,2013_19,2013_20,2013_21,2013_22,2013_23,2013_24,2013_25,2013_26,27_2013,28_2013,29_2013,30_2013,31_2013,32_2013,33_2013,2013_34,2013_35,36_2013,2013_37,2013_38,2013_39,2013_40,2013_41,2013_42,2013_43,2013_44,2013_45,2013_46,2013_47,2013_48,2013_49,2013_50,2013_51,2013_52,2014_1,2014_2,2014_3,2014_4,2014_5,2014_6,2014_7,2014_8,2014_9,2014_10,2014_11,2014_12,2014_13,2014_14,2014_15,2014_16,2014_17,2014_18,2014_19,2014_20,2014_21,2014_22,2014_23,2014_24,2014_25,2014_26,2014_27,2014_28,2014_29,2014_30,2014_31,2014_32,2014_33,2014_34,2014_35,2014_36,2014_37,2014_38,2014_39,2014_40,2014_41,42_2014,43_2014,2014_44,2014_45,2014_46,2014_47,2014_48,2014_49,2014_50,2014_51,2014_52,2015_1,2015_2,2015_3,2015_4,2015_5,6_2015,2015_7,2015_8,2015_9,2015_10,2015_11,12_2015,13_2015,14_2015,15_2015,16_2015,2015_17,2015_18,2015_19,2015_20,2015_21,2015_22,2015_23,2015_24,2015_25,2015_26,2015_27,2015_28,2015_29,2015_30,2015_31,2015_32,2015_33,2015_34,2015_35,2015_36,2015_37,2015_38,2015_39,40_2015,41_2015,42_2015,2015_43,2015_44,2015_45,2015_46,2015_47,2015_48,2015_49,2015_50,2015_51,2015_52,2016_1,2016_2,2016_3,2016_4,2016_5,2016_6,2016_7,2016_8,2016_9,2016_10,2016_11,2016_12,2016_13,2016_14,2016_15,2016_16,2016_17,2016_18,2016_19,2016_20,2016_21,2016_22,2016_23,2016_24,2016_25,2016_26,2016_27,2016_28,2016_29,2016_30,2016_31,2016_32,2016_33,34_2016,35_2016,2016_36,2016_37,38_2016,39_2016,40_2016,41_2016,42_2016,43_2016,44_2016,45_2016,46_2016,47_2016,48_2016,49_2016,50_2016,51_2016,52_2016
AG,Joy,Anger,Anticipation,Anticipation,Anticipation,Anger,Surprise,Trust,Anger,Trust,Anticipation,Trust,Trust,Anticipation,Joy,Trust,Trust,Anticipation,Anticipation,Joy,Joy,Joy,Trust,Joy,Trust,Anticipation,Trust,Joy,Anticipation,Trust,Joy,Joy,Anticipation,Trust,Anticipation,Anticipation,No Data,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Joy,Trust,Anticipation,Anger,Joy,Anticipation,Joy,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Trust,Joy,Joy,Anticipation,Joy,Joy,Joy,Joy,Joy,Anticipation,Joy,Joy,Joy,Anticipation,Joy,Joy,Joy,Joy,Joy,Joy,Joy,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Joy,Anticipation,Anticipation,Joy,Anticipation,Joy,Joy,Joy,Trust,Anticipation,Joy,Joy,Joy,Anticipation,Joy,Anticipation,Anticipation,Trust,Joy,Anticipation,Joy,Anticipation,Joy,Joy,Anticipation,Joy,Joy,Joy,Anticipation,Anticipation,Joy,Anticipation,Trust,Anticipation,Trust,Joy,Anticipation,Trust,Joy,Anticipation,Joy,Anticipation,Joy,Anticipation,Joy,Joy,Joy,Joy,Joy,Joy,Joy,Joy,Joy,Joy,Anticipation,Anger,No Data,No Data,Anticipation,Trust,Joy,Joy,Trust,Joy,Joy,Anticipation,Joy,Trust,Trust,Trust,Anticipation,Anticipation,No Data,Trust,Trust,Trust,Trust,Anticipation,No Data,No Data,No Data,No Data,No Data,Joy,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,Anticipation,Joy,Trust,Trust,Joy,Anticipation,No Data,No Data,No Data,Joy,Joy,Joy,Trust,Joy,Trust,Trust,Trust,Trust,Joy,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,Trust,Trust,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,Joy,No Data,No Data,Anticipation,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
AI,Anger,No Data,Anticipation,No Data,No Data,No Data,No Data,No Data,Anger,No Data,No Data,No Data,No Data,No Data,Anger,Joy,Trust,Trust,Trust,Anticipation,Joy,Joy,Joy,Anger,Trust,Anger,Sadness,Anticipation,Trust,Anticipation,Joy,Anger,Anger,Joy,Anger,Anger,Anger,Fear,Anticipation,Anger,Joy,Anger,Anticipation,Anger,Trust,Fear,Anger,Anger,Anger,Anticipation,Joy,Joy,Anticipation,Anger,Joy,Anger,No Data,Anger,Anticipation,Anticipation,Anticipation,Anger,Anger,Anticipation,Anticipation,Anticipation,Anger,Anticipation,Trust,Sadness,Anticipation,Sadness,Joy,Anticipation,Joy,Anticipation,Joy,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Anticipation,Anticipation,Fear,Trust,Trust,Trust,Anticipation,Fear,Trust,Surprise,Anticipation,Anger,Joy,Sadness,Joy,Anger,Disgust,Joy,Joy,No Data,Surprise,Trust,Anticipation,Anticipation,Anticipation,Anger,Anticipation,Anger,Anger,Anger,Joy,Anticipation,Anger,Anticipation,Fear,Joy,Surprise,Anticipation,Joy,Anticipation,Joy,Fear,Joy,Anticipation,Sadness,Anticipation,Joy,Disgust,Sadness,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anger,No Data,No Data,Anger,Trust,Anticipation,Joy,Trust,Anticipation,Anticipation,Anger,Joy,Anger,Anticipation,Anger,Anticipation,Anticipation,No Data,Joy,Anticipation,Joy,Anticipation,Anger,No Data,No Data,No Data,No Data,No Data,Anticipation,Joy,Anger,Anger,Anticipation,Disgust,Joy,Anticipation,Trust,Joy,Joy,Anticipation,Trust,Trust,Anticipation,Joy,Anticipation,Anticipation,Surprise,Joy,Trust,Trust,Joy,No Data,No Data,No Data,Anger,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Joy,Anticipation,Joy,Joy,Trust,No Data,Joy,Anger,Trust,Trust,Joy,Anger,Trust,Anticipation,Anticipation,Anger,Surprise,Anticipation,Joy,Trust,Anticipation,Anticipation,Joy,Surprise,Fear,Anger,Anticipation,Trust,Trust,Anticipation,Anticipation,Anticipation,Joy,Anger,No Data,No Data,Joy,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
AR,Anger,No Data,Anger,No Data,Anticipation,Anger,No Data,No Data,Fear,Anger,Anger,No Data,Anticipation,Anticipation,Anger,Anticipation,Trust,Joy,Trust,Joy,Joy,Trust,Anticipation,Trust,Fear,Trust,Anticipation,Joy,Sadness,Joy,Joy,Joy,Trust,Joy,Anticipation,Anticipation,No Data,Sadness,Joy,Joy,Sadness,Joy,Anticipation,Joy,Joy,Trust,Anticipation,Joy,Joy,Joy,Joy,Joy,Sadness,Anger,Trust,Joy,Trust,Anticipation,Trust,Anger,Anger,Anticipation,Trust,Trust,Joy,Anticipation,Trust,Anticipation,Joy,Anticipation,Anger,Anger,Trust,Joy,Anticipation,Anticipation,Joy,Sadness,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Anger,Trust,Anticipation,Trust,Joy,Joy,Joy,Joy,Anger,Joy,Joy,Sadness,Joy,Joy,Sadness,Sadness,Sadness,Sadness,Anticipation,Trust,Anticipation,Anger,Trust,Trust,Trust,Trust,Joy,Anger,Anticipation,Anger,Anticipation,Fear,Sadness,Anger,Anger,Fear,Surprise,Fear,Anticipation,Anticipation,Anticipation,Sadness,Fear,Sadness,Sadness,Anticipation,Anticipation,Joy,Anticipation,Anger,Surprise,Anger,Anticipation,Joy,Trust,Anger,No Data,No Data,Sadness,Anticipation,Surprise,Anticipation,Sadness,Joy,Anticipation,Fear,Joy,Trust,Joy,Anticipation,Sadness,Trust,No Data,Anticipation,Anticipation,Joy,Anticipation,Anger,No Data,No Data,No Data,No Data,No Data,Joy,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Joy,Joy,Anticipation,Trust,Anticipation,Sadness,Anticipation,Sadness,Anticipation,Anticipation,Fear,Anticipation,Joy,No Data,No Data,No Data,Joy,Joy,Anticipation,Trust,Joy,Trust,Fear,Trust,Joy,Joy,Trust,Trust,Anticipation,Joy,Joy,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Joy,Joy,Joy,Joy,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Fear,Anticipation,Trust,Anticipation,Trust,Trust,Joy,Joy,Trust,Sadness,Anger,Anticipation,No Data,No Data,Joy,Joy,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
BE,Trust,Anticipation,Anticipation,Trust,Trust,Trust,Anticipation,Anticipation,Trust,Trust,Anticipation,Anger,Sadness,Joy,Anticipation,Joy,Trust,Anticipation,Joy,Trust,Anticipation,Trust,Anticipation,Trust,Joy,Anticipation,Joy,Trust,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,No Data,Trust,Trust,Trust,Joy,Joy,Joy,Anticipation,Trust,Trust,Joy,Anticipation,Anticipation,Trust,Trust,Joy,Joy,Joy,Anticipation,Trust,Anticipation,Joy,Joy,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Trust,Joy,Trust,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Anticipation,Joy,Anticipation,Anticipation,Joy,Trust,Trust,Trust,Trust,Joy,Joy,Anticipation,Joy,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,Trust,Anticipation,Joy,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Anticipation,Trust,Anticipation,Trust,Trust,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Joy,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Joy,No Data,No Data,Joy,Joy,Trust,Trust,Trust,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,No Data,Anticipation,Anticipation,Trust,Trust,Joy,No Data,No Data,No Data,No Data,No Data,Anticipation,Trust,Trust,Anticipation,Trust,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Joy,Joy,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Trust,No Data,No Data,No Data,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Joy,Joy,Trust,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Trust,Joy,Anticipation,Anticipation,Trust,Anticipation,Joy,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Joy,Joy,Joy,Anticipation,Trust,No Data,No Data,Joy,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
BL,Joy,Anger,Anger,Trust,Anger,Anger,Anger,Anger,Anticipation,Anger,Anger,Anger,Anticipation,Joy,Anger,Joy,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anger,Trust,Trust,Trust,Anticipation,Trust,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Fear,Anger,Trust,Trust,Anticipation,Joy,Joy,Anticipation,Anticipation,Trust,Trust,Anticipation,Joy,Anticipation,Joy,Anticipation,Joy,Joy,Joy,Trust,Anticipation,Trust,Anticipation,Joy,Anticipation,Anticipation,Trust,Anticipation,Joy,Anticipation,Trust,Trust,Anticipation,Anticipation,Joy,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Trust,Anticipation,Trust,Trust,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Trust,Trust,Anticipation,Trust,Joy,Anticipation,Anticipation,Trust,Trust,Anticipation,Joy,Trust,Trust,Trust,Joy,Anticipation,Joy,Anticipation,Anticipation,Trust,Joy,Trust,Joy,Trust,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Joy,Anticipation,Joy,Joy,Anticipation,Anticipation,Trust,Anticipation,Trust,Trust,Joy,No Data,No Data,Anticipation,Joy,Joy,Joy,Joy,Trust,Anticipation,Trust,Joy,Joy,Trust,Trust,Joy,Trust,No Data,Joy,Anticipation,Anticipation,Joy,Trust,No Data,No Data,No Data,No Data,No Data,Joy,Trust,Trust,Joy,Anticipation,Trust,Anticipation,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Anticipation,Trust,Joy,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,No Data,No Data,No Data,Anticipation,Trust,Anticipation,Anticipation,Joy,Trust,Sadness,Trust,Joy,Joy,Joy,Anticipation,Joy,Trust,Joy,Trust,Trust,Anticipation,Joy,Trust,Joy,Anticipation,Trust,Joy,Anticipation,Anticipation,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Trust,Trust,Trust,Trust,Anticipation,Joy,Trust,Anticipation,Trust,No Data,No Data,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
BS,Joy,Anticipation,Trust,Sadness,Joy,Sadness,Fear,Anticipation,Trust,Anticipation,Trust,Trust,Anticipation,Anger,Trust,Anticipation,Trust,Anticipation,Trust,Trust,Trust,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,No Data,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Joy,Joy,Trust,Anticipation,Trust,Trust,Trust,Joy,Joy,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Joy,Anticipation,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Joy,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Joy,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Trust,Trust,Anticipation,Joy,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Joy,Trust,Joy,Anticipation,Trust,Anticipation,Trust,Joy,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,Joy,Trust,Trust,Trust,Trust,Trust,Trust,Joy,Anticipation,Anticipation,Trust,Trust,Trust,No Data,No Data,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Joy,Anticipation,Anticipation,Trust,Trust,Trust,No Data,Trust,Trust,Anticipation,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,Anticipation,Joy,Anticipation,Trust,Trust,Joy,Joy,Trust,Anticipation,Trust,Anticipation,Trust,Anticipation,Joy,Anticipation,Anticipation,Trust,Trust,Anticipation,Anticipation,Anticipation,Trust,Trust,No Data,No Data,No Data,Joy,Joy,Joy,Trust,Anticipation,Joy,Anticipation,Trust,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Trust,Joy,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Joy,Anticipation,Joy,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,No Data,No Data,Trust,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
FR,Trust,Fear,Anticipation,Trust,Trust,Trust,Joy,Anticipation,Trust,Sadness,Trust,Trust,Anticipation,Anger,Anger,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Trust,Trust,Anticipation,Trust,Joy,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Joy,Anticipation,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Trust,Trust,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Trust,Joy,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,No Data,No Data,Trust,Anticipation,Joy,Anticipation,Trust,Anticipation,Trust,Trust,Joy,Trust,Trust,Trust,Trust,Trust,No Data,Anticipation,Trust,Anticipation,Trust,Anticipation,No Data,No Data,No Data,No Data,No Data,Anticipation,Trust,Trust,Anticipation,Anticipation,Trust,Trust,Joy,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Trust,Trust,Anticipation,Anticipation,Trust,Trust,Anticipation,Trust,Trust,Anticipation,No Data,No Data,No Data,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Joy,Joy,Joy,Trust,Trust,Trust,Trust,Trust,Joy,Trust,Anticipation,Joy,Trust,Trust,Anticipation,Joy,Trust,Anticipation,Anticipation,Joy,Trust,Joy,Anticipation,Trust,Trust,Anticipation,Trust,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,No Data,No Data,Trust,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
GE,Trust,Trust,Trust,Anger,Trust,Anger,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Trust,Joy,Joy,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Anticipation,Trust,Anticipation,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Joy,No Data,Anger,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Trust,No Data,No Data,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Joy,Trust,Trust,Trust,Trust,Trust,No Data,Trust,Anticipation,Anticipation,Trust,Trust,No Data,No Data,No Data,No Data,No Data,Anticipation,Trust,Trust,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Trust,Joy,Joy,Joy,Anticipation,Trust,Anticipation,Anticipation,Joy,Trust,Trust,No Data,No Data,No Data,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,Joy,Anticipation,Anticipation,Joy,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Joy,Trust,No Data,No Data,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
GL,Anger,No Data,Anticipation,Anger,Anger,Anger,Anger,Anger,No Data,Anger,Trust,Anger,Anger,Anger,Joy,Anticipation,Trust,Anticipation,Trust,Anticipation,Joy,Joy,Trust,Trust,Anticipation,Joy,Anticipation,Disgust,Trust,Anticipation,Sadness,Anticipation,Joy,Fear,Surprise,Joy,No Data,Trust,Joy,Trust,Surprise,Joy,Anticipation,Surprise,Joy,Trust,Surprise,Trust,Trust,Anticipation,Anticipation,Joy,Joy,Anticipation,Anger,Anticipation,Joy,Trust,Trust,Joy,Anticipation,Anticipation,Trust,Trust,Anticipation,Anticipation,Trust,Joy,Joy,Anticipation,Trust,Anticipation,Trust,Trust,Joy,Joy,Trust,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Anger,Trust,Joy,Joy,Anticipation,Trust,Joy,Trust,Joy,Trust,Trust,Anticipation,Joy,Sadness,Joy,Anticipation,Anger,Sadness,Trust,Anticipation,Anticipation,Joy,Anticipation,Trust,Surprise,Joy,Anticipation,Joy,Anticipation,Joy,Joy,Joy,Anticipation,Joy,Anticipation,Anger,Anticipation,Fear,Joy,Anticipation,Trust,Trust,Trust,Joy,Joy,Anticipation,Joy,Anticipation,Joy,Anticipation,Trust,Sadness,Joy,Joy,Joy,Anticipation,No Data,No Data,Anger,Joy,Joy,Trust,Anticipation,Joy,Joy,Sadness,Trust,Trust,Joy,Trust,Anticipation,Trust,No Data,Joy,Trust,Trust,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,Trust,Anticipation,Trust,Joy,Joy,Joy,Joy,Anger,Joy,Sadness,Trust,Joy,Anticipation,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Joy,Trust,Joy,Anticipation,No Data,No Data,No Data,Anticipation,Disgust,Anger,Anticipation,Anger,Disgust,Trust,Joy,Joy,Joy,Trust,Anticipation,Trust,Joy,Joy,Trust,Trust,Joy,Anticipation,Fear,Anticipation,Joy,Trust,Joy,Anticipation,Anticipation,Joy,Joy,Joy,Joy,Joy,Trust,Anticipation,Anticipation,Surprise,Anger,Joy,Anticipation,Anticipation,Anticipation,Disgust,Joy,Joy,No Data,No Data,Trust,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
GR,Anticipation,Sadness,Sadness,Trust,Anticipation,Anticipation,Trust,Joy,Anticipation,Sadness,Anticipation,Sadness,Anticipation,Disgust,Fear,Trust,Joy,Trust,Trust,Trust,Trust,Joy,Trust,Trust,Anticipation,Anticipation,Joy,Joy,Trust,Anticipation,Joy,Joy,Joy,Trust,Anticipation,Trust,No Data,Joy,Joy,Joy,Anticipation,Anticipation,Sadness,Anticipation,Anticipation,Sadness,Trust,Joy,Joy,Trust,Anticipation,Joy,Joy,Anticipation,Joy,Trust,Trust,Anticipation,Anticipation,Trust,Joy,Anticipation,Joy,Anticipation,Joy,Joy,Anticipation,Surprise,Joy,Joy,Joy,Trust,Joy,Anticipation,Trust,Trust,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Trust,Trust,Joy,Trust,Joy,Trust,Trust,Anticipation,Joy,Joy,Joy,Joy,Anticipation,Trust,Joy,Anticipation,Anticipation,Joy,Trust,Anticipation,Joy,Joy,Anticipation,Anticipation,Anticipation,Joy,Joy,Anticipation,Joy,Joy,Anticipation,Joy,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Trust,Joy,Anticipation,Anticipation,Anticipation,Joy,Joy,Trust,Trust,Trust,Joy,Trust,Trust,Trust,Anticipation,No Data,No Data,Anticipation,Joy,Anticipation,Anticipation,Trust,Joy,Trust,Trust,Joy,Anticipation,Anticipation,Anticipation,Trust,Anticipation,No Data,Trust,Anticipation,Joy,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,Trust,Joy,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Joy,Trust,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Anticipation,Trust,Anticipation,Trust,No Data,No Data,No Data,Trust,Trust,Trust,Trust,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Joy,Trust,Anticipation,Anticipation,Anticipation,Joy,Joy,Anticipation,Trust,Anticipation,Trust,Trust,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,No Data,No Data,Trust,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
